Chat_Gift |= A gift? For me?
Chat_Happening_TAVERN[J] |= Am looking forward to a lovely beer and some terrible bar snacks.
Chat_Happening_TAVERN[J] |= You can't beat a tavern for the sound of laughter, merriment and projectile vomiting.
Chat_Happening_TAVERN[J] |= I am going to have so much booze I will forget what I was going to the tavern for, then have to another drink to remind myself.

Chat_Happening_TAVERN[B] |= Tavern time is a great time to show everyone the proper way to drink.
Chat_Happening_TAVERN[B] |= I bet I could drink anyone under the table. Not literally.
Chat_Happening_TAVERN[B] |= I once drank 13 pints of Dragonsbreath and it did nothing to me. My ancestors, however, all got poisoned livers.
Chat_Happening_TAVERN[B] |= I am the best drinker in all Quill, and I am going to prove it someday. Just a small tipple now, though.

Chat_Happening_TAVERN[Q] |= Drinkapintabeeraday. Hank Hock told me that half an hour ago.
Chat_Happening_TAVERN[Q] |= I hope the tavern has some good entertainment on. I like Jester Draws. He's outstanding. Over there in that field.
Chat_Happening_TAVERN[Q] |= Am going to replace my blood with some good old-fashioned alcohol. If I die, I will come back as a very unstable bee.
Chat_Happening_TAVERN[Q] |= I need a drink like a worm needs shoes! Oh, hang on...

Chat_Happening_TAVERN[C] |= I am going to have a drink to forget my amazing shithouse of a life.
Chat_Happening_TAVERN[C] |= Going to the pub. It smells in there, but moany buggers can't be choosers.
Chat_Happening_TAVERN[C] |= I hope they don't have that awful bard on stage. He can play the lute like a cow can knit.
Chat_Happening_TAVERN[C] |= The beer I am going to drink will no doubt taste like someone mashed it with their cheesy feet. At least one thing in life is good.

Chat_Happening_WALK |= Just going for a lovely walk!
Chat_Happening_WALK |= I am going to get some exercise in the traditional way. Walking around randomly.
Chat_Happening_WALK |= Just going to pound the white path a bit. I do mean walk.
Chat_Happening_WALK |= Hey! I'm walking here! A good thing it's not midnight, cow-boy.

Chat_Happening_WALK[P] |= I need a good honest walk to build up a head of worshipping steam.
Chat_Happening_WALK[P] |= Just off to ramble around and gaze at the wonderful nature.
Chat_Happening_WALK[P] |= Just going to have a lovely walk under the gaze of our wondrous Goddesses.
Chat_Happening_WALK[P] |= I just love to walk beneath Aurore's soft blanket.

Chat_Happening_WALK[J] |= Just going for a jolly old stroll because I am jolly and old.
Chat_Happening_WALK[J] |= Having a perambulation, which is a funny word and makes me giggle.
Chat_Happening_WALK[J] |= I am going for a walk to fill my lungs with magnificent Quillian air! 
Chat_Happening_WALK[J] |= I love a good walk! I bet you have been everywhere all over on your travels.

Chat_Happening_WALK[B] |= I am the best walker in Quill, you know?
Chat_Happening_WALK[B] |= I am taking a stroll through the land to nosey at other people's inferior houses.
Chat_Happening_WALK[B] |= I am just having a stroll because that's how I develop my amazing ideas.
Chat_Happening_WALK[B] |= These boots were made for walking. Made from finest Bowing Nancy, to be frank.

Chat_Happening_WALK[Q] |= I am going for a walk. I can moonwalk you know? I just go out at night.
Chat_Happening_WALK[Q] |= I like to take a stride out in my strides. It's better than wearing my shuffles.
Chat_Happening_WALK[Q] |= Have you ever been rambling? I could talk for hours about it.
Chat_Happening_WALK[Q] |= I am going to stretch my legs, said the masochist in the torture rack.

Chat_Happening_WALK[C] |= Oh my feet are aching just thinking about this walk I am going on.
Chat_Happening_WALK[C] |= I am going for a walk to try to forget just how boring walks are.
Chat_Happening_WALK[C] |= Heading out for some fresh air. If by fresh, you mean stinking of beer and cowpats.
Chat_Happening_WALK[C] |= Must I really go for a walk? I'm tired. My routine needs changing in the editor.

Chat_Happening_SHOPPING |= I am just heading to the shops for supplies.
Chat_Happening_SHOPPING |= Supplies! Supplies! The unexpected prices hit you between the eyes. 
Chat_Happening_SHOPPING |= Just about to stock up on unnecessaries.
Chat_Happening_SHOPPING |= Going to treat myself. Butter, flour, eggs, River Trout. I am making a fish cake.

Chat_Happening_SHOPPING[P] |= I am going to the store to find gifts for our beloved Goddesses.
Chat_Happening_SHOPPING[P] |= I need to stock up on the basics.
Chat_Happening_SHOPPING[P] |= I am a bit short on offerings so going to buy more.
Chat_Happening_SHOPPING[P] |= A Goddess whispered to me that I need retail therapy. I didn't have a tail to begin with so I will just go shopping instead.

Chat_Happening_SHOPPING[J] |= I am going to buy some lovely treats. I mean essentials!
Chat_Happening_SHOPPING[J] |= Can't beat a bit of window shopping, especially if you need new windows!
Chat_Happening_SHOPPING[J] |= I am going to get a few things from this shopping list. And a few things that aren't on it I am sure!
Chat_Happening_SHOPPING[J] |= I love shopping and seeing what's in store.

Chat_Happening_SHOPPING[B] |= I am going to spend more of my huge amounts of money on the luxury items that I am accustomed to.
Chat_Happening_SHOPPING[B] |= I need to buy a gift for a very special person. Me!
Chat_Happening_SHOPPING[B] |= I am going shopping as I need to justify all my money and success via material gain and flaunting.
Chat_Happening_SHOPPING[B] |= I am going to the shops. I might even buy the shops.

Chat_Happening_SHOPPING[Q] |= I am just popping to the shops. And I don't mean I am giving gassy apples to pigs.
Chat_Happening_SHOPPING[Q] |= I need to get a gift for a birthday I forgot about next year. Not sure how that works.
Chat_Happening_SHOPPING[Q] |= I have a list of shopping items as long as my arm. There are two items on the list as I have really big handwriting and short arms.
Chat_Happening_SHOPPING[Q] |= Is there a sale on? I love a good bargain. I also love bad bargains. I just like bargains!

Chat_Happening_SHOPPING[C] |= Am off shopping, but I bet they don't have what I want in stock.
Chat_Happening_SHOPPING[C] |= I need to buy some bits and bobs, but I hate queuing. The lines are longer than my stress wrinkles.
Chat_Happening_SHOPPING[C] |= Have you seen the prices of stuff these days? I can't use the inflation joke as that is used elsewhere!
Chat_Happening_SHOPPING[C] |= I really don't like shopping, but I have to do some. I am not buying any gifts, though, I am not made of Brass. I am made of meat, before you ask.

Chat_Happening_WORSHIP |= Just about to make some offerings.
Chat_Happening_WORSHIP |= I am all ready to worship.
Chat_Happening_WORSHIP |= Going to get me some boons!
Chat_Happening_WORSHIP |= Revering our fair Goddesses, mainly because if I don't, I might end up as a newt.

Chat_Happening_WORSHIP[P] |= My favourite time of day. Worship time!
Chat_Happening_WORSHIP[P] |= I worship this part of the day. Literally. It's worship time.
Chat_Happening_WORSHIP[P] |= Everyone should do as I do and pay reverence to those who guide us. No, not Thatterways! Goddesses!
Chat_Happening_WORSHIP[P] |= I am just heading to the local Goddess Statue to pay homage with some fromage. That's ancient tongue that means an item 'from an age'. I think.

Chat_Happening_WORSHIP[J] |= Worship time! I just love showering the celestial Ladies with gifts!
Chat_Happening_WORSHIP[J] |= Oh, I am about to worship. It's nice to say a little thanks and get some handy boons.
Chat_Happening_WORSHIP[J] |= It's worship time. I personally like to do a little dance to impress those who watch us.
Chat_Happening_WORSHIP[J] |= Dance with me! It's time to celebrate our beloved Goddesses!

Chat_Happening_WORSHIP[B] |= I am just going to give my high-quality gifts to the Goddesses.
Chat_Happening_WORSHIP[B] |= I always seem to get great favour with the Goddesses. They must love me.
Chat_Happening_WORSHIP[B] |= What are you offering the Goddesses? 5 star items like me?
Chat_Happening_WORSHIP[B] |= Sometimes I think people should worship me!

Chat_Happening_WORSHIP[Q] |= It's time to worship. I like to offer in alphabetical order, starting with number 1.
Chat_Happening_WORSHIP[Q] |= What are you going to offer? I am going to offer something but can't decide between what's in my left pocket or what is now squashed in my right pocket.
Chat_Happening_WORSHIP[Q] |= I am in full worship mode. I have no choice. I was designed that way.
Chat_Happening_WORSHIP[Q] |= Do you hear the Goddesses whisper when making offerings? Am sure I heard someone say, "Put the ******* potion in the ******* offering bowl!"  Then complete silence, except for some lambs bleating.

Chat_Happening_WORSHIP[C] |= Do I have to kneel to worship? My joints creak like old trees.
Chat_Happening_WORSHIP[C] |= Just about to make my offerings. I am sure I will be cursed to be a miserable old Puck again.
Chat_Happening_WORSHIP[C] |= Off to worship. I seem to get nothing much back! No idea why I do it.
Chat_Happening_WORSHIP[C] |= Oh, the joyous time of day we pay homage to those who couldn't care less about my dodgy knees.

Chat_Happening_OFFERING |= I am making offerings so that our home can remain safe and blessed.

Chat_Happening_OFFERING[Spouse] |= I am making offerings so that our home can remain safe and blessed.
Chat_Happening_OFFERING[Spouse] |= Worship time. I want to meditate and embrace the spirit of our beloved Goddesses.
Chat_Happening_OFFERING[Spouse] |= I am worshipping now. Please do not disturb my transcendental harmonising.
Chat_Happening_OFFERING[Spouse] |= I am just filling up this bowl with goodies so the house Brounie stops putting ants in my slippers.

Chat_Happening_OFFERING[OwnKid] |= I am going to put things in Mr Pott's big bowl.
Chat_Happening_OFFERING[OwnKid] |= You said I should make an offering to Mr Pott.
Chat_Happening_OFFERING[OwnKid] |= I am putting things in that bowl for lovely Mr Pott.
Chat_Happening_OFFERING[OwnKid] |= Offering time! Hurray!

Chat_Happening_OFFERING[OwnKidAdult] |= I am going to pay my respects to our Guardians.
Chat_Happening_OFFERING[OwnKidAdult] |= I am going to make the offerings that keep us alive and in human form.
Chat_Happening_OFFERING[OwnKidAdult] |= Just going to put some food in the big bowl.
Chat_Happening_OFFERING[OwnKidAdult] |= I am going to go meditate by the bowl and pay our dues to the Fae folk.

Chat_Happening_COOK |= I am just cooking up a nice little meal.
Chat_Happening_COOK |= I was making a lovely pie. Three point one four two to be precise.
Chat_Happening_COOK |= I am going to whip up a lovely snack using only the finest whatevers.
Chat_Happening_COOK |= Am cooking something just like mother used to make. Iron-hard cake and cremated sausages.

Chat_Happening_COOK[P] |= I am cooking up something special for our beautiful and doubtless hungry Goddesses.
Chat_Happening_COOK[P] |= They say piety begins in the heart, but the energy to be pious begins in the stomach.
Chat_Happening_COOK[P] |= I am baking some simple products for my next offerings.
Chat_Happening_COOK[P] |= I am going to cook up some wholesome food.

Chat_Happening_COOK[J] |= Just making something yummy for my tummy!
Chat_Happening_COOK[J] |= I just love cooking! My favourite bit is scraping out the cake mix with my finger.
Chat_Happening_COOK[J] |= Cooking up a delicious meal!
Chat_Happening_COOK[J] |= I am making some delicious grub to satisfy the hunger fairies.

Chat_Happening_COOK[B] |= This meal I am making will be special, even by my standards.
Chat_Happening_COOK[B] |= I am baking the best food anyone has ever tasted.
Chat_Happening_COOK[B] |= I want to boast about my toast. 
Chat_Happening_COOK[B] |= I am preparing a fine meal for my fine stomach. Something so fine I don't even need to chew it.

Chat_Happening_COOK[Q] |= Well, I am trying to rustle up something to eat. When I can unwrap this paper, I will eat what's inside.
Chat_Happening_COOK[Q] |= I am attempting something I have never done before. Edible cooking.
Chat_Happening_COOK[Q] |= Step back; I need to light the stove. Last time I set my eyebrows on fire. 
Chat_Happening_COOK[Q] |= I have to label my mashed-up potatoes. I need a hashtag! Just kidding, potatoes don't exist.

Chat_Happening_COOK[C] |= I'm absolutely stewing. And this time, I do mean in the cookery sense.
Chat_Happening_COOK[C] |= Am attempting to provide nourishment, but there are vitamins in my cooking that aren't on any apothecary chart.
Chat_Happening_COOK[C] |= My cooking is so bad that even the cockroaches send it back. It could break the teeth of a Barghest.
Chat_Happening_COOK[C] |= Why is cooking so tedious? And all that effort so that I can spend an hour on the plopper.

Chat_Happening_COOK[Spouse] |= I do enjoy a bit of cooking. I love the smells. Makes this home feel even more homely.
Chat_Happening_COOK[Spouse] |= I am just preparing dishes for rumbly tummies.
Chat_Happening_COOK[Spouse] |= I am making some tasty treats.
Chat_Happening_COOK[Spouse] |= I am trying not to burn the food or my fingers.

Chat_Happening_COOK[OwnKid] |= Should I be doing this? Seems dangerous!
Chat_Happening_COOK[OwnKid] |= I like playing with knives and chopping stuff up.
Chat_Happening_COOK[OwnKid] |= I want to do cooking!
Chat_Happening_COOK[OwnKid] |= I am cooking! I promise not to burn anything again.

Chat_Happening_COOK[OwnKidAdult] |= I am just making some delicacies. It's one life skill I am glad I have.
Chat_Happening_COOK[OwnKidAdult] |= Can't you smell what I am doing? I bet they can smell this in Pinehaven!
Chat_Happening_COOK[OwnKidAdult] |= I am making something to eat, as instructed. Fancy taking over?
Chat_Happening_COOK[OwnKidAdult] |= You can't beat some lovely cooking to take your mind off everyday problems.

Chat_Happening_OUTHOUSE |= Just going to have a quick tinkle.
Chat_Happening_OUTHOUSE |= I have an urgent call of nature, which is very apt for pagans.
Chat_Happening_OUTHOUSE |= I am just going to relive myself. I mean relieve! That's reincarnation for you!
Chat_Happening_OUTHOUSE |= Too much information, but I need a poo.

Chat_Happening_OUTHOUSE[P] |= You must excuse me as I rid myself of badness.
Chat_Happening_OUTHOUSE[P] |= The Goddesses dictate that I make an offering of the bottom variety.
Chat_Happening_OUTHOUSE[P] |= I am going to reflect on nature, the sky and our Goddesses as I empty my bowels.
Chat_Happening_OUTHOUSE[P] |= Worship on hold as I need to use the outhouse.

Chat_Happening_OUTHOUSE[J] |= I am just going to help Mr Log be reunited with his family.
Chat_Happening_OUTHOUSE[J] |= I love sitting on the loo. An outhouse is a great place to think of genius ideas and great games.
Chat_Happening_OUTHOUSE[J] |= I am bursting for a number 5! That's two number 2's and a 1.
Chat_Happening_OUTHOUSE[J] |= I often laugh so hard I need to piss. So it's off to the outhouse for me!

Chat_Happening_OUTHOUSE[B] |= My toilet has a brown velvet seat, although I do regret that extravagance as it used to be purple.
Chat_Happening_OUTHOUSE[B] |= I plan to build a toilet bigger than most people's houses.
Chat_Happening_OUTHOUSE[B] |= You can't skimp on toilet luxury, you know? I use only the very best leaves.
Chat_Happening_OUTHOUSE[B] |= I have probably eaten too much amazing food and now need to give my quality bowels some respite.

Chat_Happening_OUTHOUSE[Q] |= I am busting for a whizz. In fact, I am whizzing for a whizz.
Chat_Happening_OUTHOUSE[Q] |= Just going to the loo to practice my scales.
Chat_Happening_OUTHOUSE[Q] |= If you hear a loud noise shortly, it was definitely an Ogyr snorting.
Chat_Happening_OUTHOUSE[Q] |= I once saw a Brounie in the outhouse. Not that kind! The faery folk!

Chat_Happening_OUTHOUSE[C] |= Stomach is upset again. I suppose I will be in the outhouse for hours.
Chat_Happening_OUTHOUSE[C] |= I hope the toilet seat isn't cold.
Chat_Happening_OUTHOUSE[C] |= I hate going to the outhouse, especially if it has nettle loo paper.
Chat_Happening_OUTHOUSE[C] |= I am just going to go take a shit if that's alright with you?

Chat_Event_PIG_RACING |= It's Pig Racing soon. It is good fun and healthy for the pigs.
Chat_Event_PIG_RACING |= Going to Festival Green for the Pig Racing when it is on. 
Chat_Event_PIG_RACING |= I am looking forward to when the Pig Racing is on. 

Chat_Event_PIG_RACING[P] |= It's nearly time for the Pig Racing on Festival Green. I am not totally keen on such frivolous practices.
Chat_Event_PIG_RACING[P] |= I wonder if the Goddesses watch Pig Racing?
Chat_Event_PIG_RACING[P] |= Pig Racing is almost upon us. Druida blesses us with such fine sport!

Chat_Event_PIG_RACING[J] |= Pig Racing soon! I just love watching their little bums waggle as they run!
Chat_Event_PIG_RACING[J] |= Oooh! It's Pig Racing day soon. Got to try to win some snacks!
Chat_Event_PIG_RACING[J] |= There is nothing funnier than watching pigs racing each other. Looking forward to that soon.

Chat_Event_PIG_RACING[B] |= Did you know it is Pig Racing at Festival Green soon? I sometimes go along and watch those hogs run.
Chat_Event_PIG_RACING[B] |= If I bred pigs, they would undoubtedly win any race I put them in. The competition doesn't cut much bacon.
Chat_Event_PIG_RACING[B] |= I once won a gorgeous apple pie at the Pig Racing. You should try it when it is on.

Chat_Event_PIG_RACING[Q] |= Ever been pig racing? I always lose. I just can't run as fast as them.
Chat_Event_PIG_RACING[Q] |= Will be Pig Racing soon. I like to pretend I picked the winner.
Chat_Event_PIG_RACING[Q] |= Are you going to the Pig Racing when it is on next? You should dress in pink and participate, as you look pretty fast.

Chat_Event_PIG_RACING[C] |= Oh, I was just thinking about Pig Racing. I never win a prize, even if there is just one pig.
Chat_Event_PIG_RACING[C] |= I hate the smell of Pig Racing in the morning.
Chat_Event_PIG_RACING[C] |= Word of advice. Do not go to the upcoming Pig Racing event on Festival Green. Not only do you lose your voice shouting, but you can also often step in something. So, if you do go, don't wear sandals.

Chat_Event_PIG_AUCTION |= It's nearly time for the Pig Auction. Head to the local market when it is on, and make sure to grab an empty crate to sit on!
Chat_Event_PIG_AUCTION |= Am thinking of buying a pig at the auction this week. If I don't win, then at least I had fun pretending to know what I was doing.
Chat_Event_PIG_AUCTION |= Are you going to the upcoming Pig Auction? Check your calendar for when it is on.

Chat_Event_PIG_AUCTION[P] |= It will soon be time for the Pig Auction. The pig is one of nature's many beautiful creatures.
Chat_Event_PIG_AUCTION[P] |= I am thinking about going to the Pig Auction when it is on in Festival Green. We should celebrate all events that we are blessed to have.
Chat_Event_PIG_AUCTION[P] |= Are you going to buy a pig at the upcoming auction? We stopped using animals as offerings many years ago as they just aren't as acceptable as the right kind of offering.

Chat_Event_PIG_AUCTION[J] |= Oh, it is the Pig Auction soon! I can't wait! I never buy any, but I love the thrill of the bid!
Chat_Event_PIG_AUCTION[J] |= Going to the Pig Auction soon? It takes place at Festival Green. What a great smell!
Chat_Event_PIG_AUCTION[J] |= Am thinking of buying a piggy-wiggy in the upcoming Pig Auction. I would need to learn how to ride, though.

Chat_Event_PIG_AUCTION[B] |= I once bought all the pigs in the Pig Auction. I sometimes go to the weekly one to watch how cheap everyone else is.
Chat_Event_PIG_AUCTION[B] |= I am considering going to the Pig Auction. I like to imagine buying them all just to prove how wealthy I am, but where to store them is the trouble.
Chat_Event_PIG_AUCTION[B] |= It's nearly time for the Pig Auctions. I should just go and bid 1000 Brass just to see their shocked faces. 

Chat_Event_PIG_AUCTION[Q] |= It's the Pig Auction soon. I once dressed as a pig, and someone bought me for 3 Brass. They got a surprise when they tried sitting on me!
Chat_Event_PIG_AUCTION[Q] |= Am thinking of going to the Pig Auctions on Festival Green when they are on. I was going to take a tall stool so I could be the highest bidder.
Chat_Event_PIG_AUCTION[Q] |= Be careful if you go to the Pig Auction. I once bid 20 Brass on what turned out to be a balloon with a face drawn on it.

Chat_Event_PIG_AUCTION[C] |= Ugh. It's the Pig Auction soon. Seeing your face reminded me. No disrespect to the pigs.
Chat_Event_PIG_AUCTION[C] |= It's nearly that wonderful time of the week when the Pig Auction happens. I just wish that auctioneer wouldn't bang his gavel so hard.
Chat_Event_PIG_AUCTION[C] |= I never win on bids at the Pig Auction. If you go, please show mercy on me if I am there.

Chat_Event_GOODS_MARKET |= It is the Goods Market soon. It has limited variety but good prices if you need to stock up.
Chat_Event_GOODS_MARKET |= It is the Goods market soon. You can sell anything anytime if you hire that Lemonade Stand.
Chat_Event_GOODS_MARKET |= Are you low on seeds and such? Keep your eyes peeled for the Goods Market. 

Chat_Event_GOODS_MARKET[P] |= Market Day soon. A chance to buy offerings and gaze in wonder at our Woodfellow.
Chat_Event_GOODS_MARKET[P] |= Don't forget to buy some cheap offerings at the upcoming Goods Market. 
Chat_Event_GOODS_MARKET[P] |= It is Market Day soon. It is a chance to stock up on the simple things in life.

Chat_Event_GOODS_MARKET[J] |= Oh, I am all excited about the upcoming Market Day! I love to snatch a bargain. I love it when things are cheap, like the budgie. It's all I can A. Ford. Yes, that is probably a reference.
Chat_Event_GOODS_MARKET[J] |= Going to the Goods Market soon? I love the hustle and bustle and rustle and fustle and er, grustle?
Chat_Event_GOODS_MARKET[J] |= I have one eye on my calendar for the upcoming Goods Market. The other eye I use to watch where I am going! Wahey!

Chat_Event_GOODS_MARKET[B] |= Goods Market? I never buy cheap. Buy cheap, buy twice, they say.
Chat_Event_GOODS_MARKET[B] |= As a rich person, I like to go to the Goods Market to see how the other half live.
Chat_Event_GOODS_MARKET[B] |= It is the Goods market soon. It's fine if you want seeds, but I only buy the finest seeds.

Chat_Event_GOODS_MARKET[Q] |= Oh yes! It's the Goods Market coming up! Seeing you reminded me I need to buy oddly-shaped carrots.
Chat_Event_GOODS_MARKET[Q] |= What's happening? I'll tell you what's happening! The Goods Market is happening. Not right now. I mean, it's a happening place to be, especially if you like seeds and apples.
Chat_Event_GOODS_MARKET[Q] |= Give me a G! Give me an O. Give me another O. Give me a D!  Now an S! Oh, forget that. Our word budget doesn't stretch to this sort of thing. Goods Market soon. That's all you need to know.

Chat_Event_GOODS_MARKET[C] |= Oh no. It's the Goods Market soon. I will likely arrive late and be left with the worst stuff.
Chat_Event_GOODS_MARKET[C] |= It's the Goods market soon. I wish they would actually sell decent stuff. I have cupboards stuffed with cheap seeds.
Chat_Event_GOODS_MARKET[C] |= I was thinking of not going to the Goods market when it is on. Too much noise.

Chat_Event_TRAVELLING_TRADER |= Have you seen the Travelling Trader? His boar is absolutely huge. They are a special breed from deepest Pinehaven. It is said Morwenna bred them for riding.
Chat_Event_TRAVELLING_TRADER |= Trader day tomorrow. Bring your Brass and plenty of it!
Chat_Event_TRAVELLING_TRADER |= It's the Travelling Trader tomorrow. He always goes to the same two places in the haven, so be there or be a triangle.

Chat_Event_TRAVELLING_TRADER[P] |= The Travelling Trader is around tomorrow. It's a good chance to get some unique offerings at inflated prices.
Chat_Event_TRAVELLING_TRADER[P] |= I am anticipating the Travelling Trader arriving tomorrow. It must be a good life, wandering under the stars.
Chat_Event_TRAVELLING_TRADER[P] |= Are you getting anything from the Travelling Trader when he arrives tomorrow? I once bought a collection of Effigies. They really capture our beloved Goddesses' essence.

Chat_Event_TRAVELLING_TRADER[J] |= Well, I am excited to see what the Travelling Trader brings tomorrow!
Chat_Event_TRAVELLING_TRADER[J] |= Don't forget the Travelling Trader comes tomorrow. I hope he has some great goods! I love a treat.
Chat_Event_TRAVELLING_TRADER[J] |= I wonder what the Travelling Trader's boar eats? It must go through food like a...erm...massive pig.

Chat_Event_TRAVELLING_TRADER[B] |= That Travelling Trader has a huge boar, they say. Call that huge? My slippers are bigger than that.
Chat_Event_TRAVELLING_TRADER[B] |= The Travelling Trader wanders the land, but I still reckon I have been to more places.
Chat_Event_TRAVELLING_TRADER[B] |= People get excited for the Travelling Trader. His goods aren't that great. I find better stuff behind my larder.

Chat_Event_TRAVELLING_TRADER[Q] |= The Travelling Trader is due tomorrow. That boar is so well toilet trained. Although I bet it could fertilise your crops for a year in one go!
Chat_Event_TRAVELLING_TRADER[Q] |= I was just singing the Travelling Trader song in my head. 'One potato, two potato, three potato, four. You can't buy potatoes from the giant boar!"
Chat_Event_TRAVELLING_TRADER[Q] |= I wonder what the Travelling Trader will bring tomorrow. Apart from his gigantic boar. I once got 50% off a bucket. It was just the handle.

Chat_Event_TRAVELLING_TRADER[C] |= I was just thinking about the Travelling Trader. It's annoying how he sells a limited set of items, yet his boar carries much better stuff!
Chat_Event_TRAVELLING_TRADER[C] |= I think the Travelling Trader over-prices his items on purpose to get more profit.
Chat_Event_TRAVELLING_TRADER[C] |= I really hate it when the Travelling Trader comes. He leaves his boar parked in awkward places. Do you really need to ride something that big? I have a 4x4, which is perfectly sized plank of wood.

Chat_Event_DRUIDA_DAY |= It's Goddess Day tomorrow so don't forget to bring offerings and get some boons!
Chat_Event_DRUIDA_DAY |= Remember it is Goddess Day in the morrow. Stock up on offerings and plan your boons.
Chat_Event_DRUIDA_DAY |= I am looking forward to our weekly celebration of Goddess love tomorrow.

Chat_Event_DRUIDA_DAY[P] |= It's the best day of the week tomorrow! Goddess Day! I always dress in my very best, which due to pixel budgets, is exactly the same as my weekly wear.
Chat_Event_DRUIDA_DAY[P] |= Goddess Day is nigh! The dancing, the offerings, the prayers, the tingle of fear and sense of dread that you might have upset them!
Chat_Event_DRUIDA_DAY[P] |= I am preparing my offerings for Goddess Day tomorrow. I want a good boon but can never decide which!

Chat_Event_DRUIDA_DAY[J] |= Hurray! Goddess Day is nearly upon us. I love to do a bit of dancing or to the casual observer, shaking about a bit.
Chat_Event_DRUIDA_DAY[J] |= Are you going to Goddess Day? I love the atmosphere, and it's an excuse to eat and drink more.
Chat_Event_DRUIDA_DAY[J] |= Nearly Goddess Day! It's great to know our Goddesses are watching us and judging our dancing ability. I have the Eggs-Factor!

Chat_Event_DRUIDA_DAY[B] |= Tomorrow is Goddess Day. As usual, I will be offering only the best.
Chat_Event_DRUIDA_DAY[B] |= Goddess Day tomorrow. A chance for worship. I am sure many people secretly worship me too.
Chat_Event_DRUIDA_DAY[B] |= If you do any dancing at Goddess Day tomorrow, just try not to be outshone by my brilliance.

Chat_Event_DRUIDA_DAY[Q] |= I am thinking about what I can offer tomorrow for Goddess Day. Last week the apple I offered had a worm in it, so I saw that as a bonus.
Chat_Event_DRUIDA_DAY[Q] |= Goddess Day tomorrow. What's the weirdest thing you ever offered? I once offered a toad-in-the-hole I had baked myself. Sadly, the toad ate the pudding in the offering bowl, and I spent the next week only able to ribbit. 
Chat_Event_DRUIDA_DAY[Q] |= Goddess Day is nigh! Why aren't there 7 Goddesses? There are 7 days of the week. I suppose if there were 7 we would need an 8th day so they can be celebrated. Then you go down a big rabbit hole!

Chat_Event_DRUIDA_DAY[C] |= Oh dear. Goddess Day tomorrow. I don't mind the offerings, but some people get too drunk, and their dancing is dreadful. 
Chat_Event_DRUIDA_DAY[C] |= Having to make offerings every week is really expensive!
Chat_Event_DRUIDA_DAY[C] |= Oh no. It's Goddess Day tomorrow. Some people just get too loud.

Chat_Event_SHEEP_RACING |= I am going to the Sheep Racing tomorrow. Are you going? A good chance to meet folks and have fun..
Chat_Event_SHEEP_RACING |= It's nearly time for the Sheep Racing. They never seem to be as fast as when you ride them.
Chat_Event_SHEEP_RACING |= Are you going to go and watch the Sheep Racing tomorrow?

Chat_Event_SHEEP_RACING[P] |= It is the Sheep Racing at FineFayre tomorrow. Goddesses bless those lovely woolly creatures.
Chat_Event_SHEEP_RACING[P] |= I might attend the Sheep Racing at FineFayre, which is a bit frivolous, but the Goddesses seem to enjoy it.
Chat_Event_SHEEP_RACING[P] |= It is the Sheep Racing event tomorrow. A chance to earn money for offerings.

Chat_Event_SHEEP_RACING[J] |= It's Sheep Racing day tomorrow! I just love watching those fluffy fellas frolicking to the flag!
Chat_Event_SHEEP_RACING[J] |= Have you tried to win a prize on the Sheep Racing? I always pick the fastest. Not sure how that works, though.
Chat_Event_SHEEP_RACING[J] |= Don't forget the Sheep Racing tomorrow. There's prizes for those that know their bacon!

Chat_Event_SHEEP_RACING[B] |= Sheep Racing soon. I used to breed the champion. Well, she would have been had I actually raced her.
Chat_Event_SHEEP_RACING[B] |= I find Sheep Racing doesn't pay out enough to be worth my time.
Chat_Event_SHEEP_RACING[B] |= Sheep Racing tomorrow. Mellowbrook's finest contribution to culture.

Chat_Event_SHEEP_RACING[Q] |= Are you going to the Sheep Racing tomorrow? I count sheep to get to sleep and even then they lose.
Chat_Event_SHEEP_RACING[Q] |= I am thinking about wasting my time on Sheep Racing tomorrow. Am sure there must be SOME logic behind which one to pick!
Chat_Event_SHEEP_RACING[Q] |= Are EWE going to the Sheep Racing in FineFayre tomorrow? I made what they call a pun. Did EWE get it? No? BAH!

Chat_Event_SHEEP_RACING[C] |= Apparently, it is the Sheep Racing tomorrow. It's about as fun as watching paint dry, which is actually not as fun as it sounds.
Chat_Event_SHEEP_RACING[C] |= I was considering wasting Brass on some prize-winning tomorrow at the Sheep Races. I may as well just toss the money into the river.
Chat_Event_SHEEP_RACING[C] |= Have you been to the Sheep Racing in FineFayre? Mellowfield's worst kept secret because you can smell it from Pinehaven.

Chat_Event_SHEEP_AUCTION |= It's the Sheep Auction at FineFayre tomorrow if bidding on sheep is your thing.
Chat_Event_SHEEP_AUCTION |= Ram, ewe and lamb. All are available at the upcoming Sheep Auction!
Chat_Event_SHEEP_AUCTION |= It's nearly Sheep Auction time. Keep an eye on the date if you want to get involved.

Chat_Event_SHEEP_AUCTION[P] |= It is the Sheep Auction soon. I don't have much time for such things. My mind is on our great Goddesses. 
Chat_Event_SHEEP_AUCTION[P] |= Sheep Auction is on tomorrow. Not my cup of hot water poured on herbs.
Chat_Event_SHEEP_AUCTION[P] |= As a fellow Quillian, it is my duty to remind you of the Sheep Auction tomorrow. I mean, the auction is tomorrow...I am not reminding you tomorrow.

